canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_value,value,IC50_nM,pIC50
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)Nc2ccccc2)CN1,CHEMBL371585,=,=,1.5,1.5,1.5,8.823908740944319
C[C@@H](c1ccc(-c2cccc(-c3n[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL195905,=,=,95.0,0.095,95.0,7.022276394711152
C[C@@H](c1ccc(-c2cccc(-c3c[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL364057,=,=,110.0,0.11,110.0,6.958607314841775
C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL190979,=,=,98.0,0.098,98.0,7.008773924307505
C[C@@H](c1ccc(-c2cccc(-c3noc(C4CC4)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL370033,=,=,140.0,0.14,140.0,6.853871964321762
C[C@@H](c1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL195378,=,=,6.0,0.006,6.0,8.221848749616356
C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL370072,=,=,3.0,0.003,3.0,8.522878745280337
COc1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,CHEMBL195443,=,=,130.0,0.13,130.0,6.886056647693163
Cc1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,CHEMBL191514,=,=,390.0,0.39,390.0,6.4089353929735005
C[C@@H](c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL193887,=,=,710.0,0.71,710.0,6.1487416512809245
CCOC(=O)c1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,CHEMBL363175,=,=,440.0,0.44,440.0,6.356547323513812
C[C@@H](c1ccc(-c2ccc(C(=O)O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL191906,=,=,370.0,0.37,370.0,6.431798275933005
C[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL194437,=,=,420.0,0.42,420.0,6.376750709602099
C[C@@H](c1ccc(-c2cc(F)cc(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL191812,=,=,240.0,0.24,240.0,6.619788758288394
C[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL278729,=,=,150.0,0.15,150.0,6.823908740944319
C[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL195173,=,=,60.0,0.06,60.0,7.221848749616356
C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL363584,=,=,37.0,0.037,37.0,7.431798275933005
C[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL195739,=,=,140.0,0.14,140.0,6.853871964321762
C[C@@H](c1ccc(-c2cccc(-c3nnco3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL195667,=,=,69.0,0.069,69.0,7.161150909262744
Cc1[nH]nc2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL426469,=,=,250.0,0.25,250.0,6.6020599913279625
N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,CHEMBL197413,=,=,110.0,0.11,110.0,6.958607314841775
Cn1nc(C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL195721,=,=,130.0,0.13,130.0,6.886056647693163
Cn1nc2c(c1C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL191805,=,=,150.0,0.15,150.0,6.823908740944319
N[C@@H](CC(=O)N1CCc2c(c(C(F)(F)F)nn2CC(F)(F)F)C1)Cc1cc(F)ccc1F,CHEMBL196010,=,=,180.0,0.18,180.0,6.7447274948966935
N[C@@H](CC(=O)N1CCc2nn(CC(F)(F)F)c(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,CHEMBL194979,=,=,150.0,0.15,150.0,6.823908740944319
Cc1nn(-c2ccc(F)cc2)c2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL193885,=,=,350.0,0.35,350.0,6.455931955649724
Cc1c2c(nn1-c1ccc(F)cc1)CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL196114,=,=,160.0,0.16,160.0,6.795880017344075
N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)C(F)(F)F)c2C1)Cc1cc(F)ccc1F,CHEMBL370269,=,=,160.0,0.16,160.0,6.795880017344075
Cn1nc(C(F)(F)C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL369894,=,=,220.0,0.22,220.0,6.657577319177793
Cn1nc2c(c1C(F)(F)C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL366166,=,=,300.0,0.3,300.0,6.522878745280337
N[C@@H](CC(=O)N1CCc2n[nH]c(-c3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,CHEMBL373268,=,=,270.0,0.27,270.0,6.568636235841012
Cn1nc(-c2ccc(F)cc2)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL193802,=,=,780.0,0.78,780.0,6.107905397309519
Cn1nc2c(c1-c1ccc(F)cc1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL197301,=,=,150.0,0.15,150.0,6.823908740944319
N[C@@H](CC(=O)N1CCc2noc(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,CHEMBL363606,=,=,130.0,0.13,130.0,6.886056647693163
N[C@@H](CC(=O)N1CCc2c(n[nH]c2C(F)(F)F)C1)Cc1cc(F)ccc1F,CHEMBL197300,=,=,39.0,0.039,39.0,7.4089353929735005
Cn1nc(C(F)(F)F)c2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL196938,=,=,72.0,0.072,72.0,7.142667503568731
Cn1nc2c(c1C(F)(F)F)CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL371521,=,=,130.0,0.13,130.0,6.886056647693163
N[C@@H](CC(=O)N1CCc2c(C3CC3)n[nH]c2C1)Cc1cc(F)ccc1F,CHEMBL425905,=,=,160.0,0.16,160.0,6.795880017344075
N[C@@H](CC(=O)N1CCc2c(noc2C(F)(F)F)C1)Cc1cc(F)ccc1F,CHEMBL195984,=,=,85.0,0.085,85.0,7.070581074285707
N[C@@H](CC(=O)N1CCCc2n[nH]c(C(F)(F)F)c21)Cc1cc(F)ccc1F,CHEMBL364461,=,=,590.0,0.59,590.0,6.229147988357855
Cc1nc2c(s1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL196333,=,=,480.0,0.48,480.0,6.318758762624412
N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)sc2C1)Cc1cc(F)ccc1F,CHEMBL426649,=,=,310.0,0.31,310.0,6.508638306165727
N[C@@H](CC(=O)N1CCc2nc(-c3ccc(F)cc3)sc2C1)Cc1cc(F)ccc1F,CHEMBL195547,=,=,360.0,0.36,360.0,6.443697499232712
N[C@@H](CC(=O)N1CCc2nc(-c3ccc(C(F)(F)F)cc3)sc2C1)Cc1cc(F)ccc1F,CHEMBL197352,=,=,260.0,0.26,260.0,6.585026652029182
CSc1ccc(-c2nc3c(s2)CN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)CC3)cc1,CHEMBL425200,=,=,380.0,0.38,380.0,6.42021640338319
CS(=O)(=O)c1ccc(-c2nc3c(s2)CN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)CC3)cc1,CHEMBL372078,=,=,130.0,0.13,130.0,6.886056647693163
N[C@@H](CC(=O)N1CCc2nc(C3CC3)oc2C1)Cc1cc(F)ccc1F,CHEMBL425380,=,=,290.0,0.29,290.0,6.537602002101044
N[C@@H](CC(=O)N1CCc2sc(C(F)(F)F)nc2C1)Cc1cc(F)ccc1F,CHEMBL363375,=,=,95000.0,95.0,95000.0,4.022276394711152
N[C@@H](CC(=O)N1CCc2sc(-c3ccc(F)cc3)nc2C1)Cc1cc(F)ccc1F,CHEMBL195030,=,=,26.0,0.026,26.0,7.585026652029182
N[C@@H](CC(=O)N1CCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C1)Cc1cc(F)ccc1F,CHEMBL381665,=,=,13.0,0.013,13.0,7.886056647693163
CS(=O)(=O)c1ccc(-c2nc3c(s2)CCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)C3)cc1,CHEMBL196881,=,=,1.4,0.0014,1.4,8.853871964321762
N[C@@H](CC(=O)N1CCc2oc(C3CC3)nc2C1)Cc1cc(F)ccc1F,CHEMBL197082,=,=,180.0,0.18,180.0,6.7447274948966935
Cc1[nH]nc2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL426469,=,=,250.0,0.25,250.0,6.6020599913279625
N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)F)c2C1)Cc1cc(F)ccc1F,CHEMBL197413,=,=,110.0,0.11,110.0,6.958607314841775
N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)C(F)(F)F)c2C1)Cc1cc(F)ccc1F,CHEMBL370269,=,=,160.0,0.16,160.0,6.795880017344075
N[C@@H](CC(=O)N1CCc2n[nH]c(-c3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,CHEMBL373268,=,=,270.0,0.27,270.0,6.568636235841012
N[C@@H](CC(=O)N1CCc2c(n[nH]c2C(F)(F)F)C1)Cc1cc(F)ccc1F,CHEMBL197300,=,=,39.0,0.039,39.0,7.4089353929735005
N[C@@H](CC(=O)N1CCc2c(C3CC3)n[nH]c2C1)Cc1cc(F)ccc1F,CHEMBL425905,=,=,160.0,0.16,160.0,6.795880017344075
O=C(CNC1CC1)N1CCC[C@H]1B(O)O,CHEMBL381200,=,=,130.0,130.0,130.0,6.886056647693163
O=C(CNC1CCC1)N1CCC[C@H]1B(O)O,CHEMBL382980,=,=,75.0,75.0,75.0,7.1249387366083
O=C(CNC1CCCC1)N1CCC[C@H]1B(O)O,CHEMBL371429,=,=,25.0,25.0,25.0,7.6020599913279625
O=C(CNC1CCCCC1)N1CCC[C@H]1B(O)O,CHEMBL371130,=,=,27.0,27.0,27.0,7.568636235841012
O=C(CNC1CCCCCCC1)N1CCC[C@H]1B(O)O,CHEMBL382974,=,=,27.0,27.0,27.0,7.568636235841012
O=C(CNC1CCCCCCCCC1)N1CCC[C@H]1B(O)O,CHEMBL196267,=,=,58.0,58.0,58.0,7.236572006437063
O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCC[C@@H]1B(O)O,CHEMBL373269,=,=,8.0,8.0,8.0,8.096910013008056
CCCCCC12CCC(NCC(=O)N3CCC[C@H]3B(O)O)(CC1)CC2,CHEMBL372180,=,=,61.0,61.0,61.0,7.214670164989233
CC(C)[C@@H](NC1CCCCC1)C(=O)N1CCC[C@H]1B(O)O,CHEMBL434184,=,=,16000.0,16000.0,16000.0,4.795880017344075
CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL305170,=,=,0.3,0.3,0.3,9.522878745280337
C[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL196120,=,=,0.8,0.8,0.8,9.096910013008056
O=C(CNC1C2CC3CC(C2)CC1C3)N1CCC[C@@H]1B(O)O,CHEMBL427012,=,=,12.0,12.0,12.0,7.920818753952375
CC12CC3(C)CC(C)(C1)CC(NCC(=O)N1CCC[C@@H]1B(O)O)(C2)C3,CHEMBL381444,=,=,560.0,560.0,560.0,6.251811972993799
CN(CC(=O)N1CCC[C@@H]1B(O)O)C1C2CC3CC(C2)CC1C3,CHEMBL196188,=,=,1600.0,1600.0,1600.0,5.795880017344075
O=C(CNC1CCCCCC1)N1CCC[C@H]1B(O)O,CHEMBL196933,=,=,7.8,7.8,7.8,8.10790539730952
CCCC[C@@H](NC(=O)[C@@H](N)CC)B(O)O,CHEMBL195271,=,=,32000.0,32000.0,32000.0,4.494850021680094
CCCC[C@@H](NC(=O)[C@@H](N)CCC)B(O)O,CHEMBL196180,=,=,810.0,810.0,810.0,6.09151498112135
CCCC[C@@H](NC(=O)[C@@H](N)CCCC)B(O)O,CHEMBL194249,=,=,370.0,370.0,370.0,6.431798275933005
CCCC[C@@H](NC(=O)[C@@H](N)C(C)C)B(O)O,CHEMBL194250,=,=,17000.0,17000.0,17000.0,4.769551078621726
CCCC[C@@H](NC(=O)[C@@H](N)CN)B(O)O,CHEMBL196461,=,=,2000.0,2000.0,2000.0,5.698970004336019
CCCC[C@@H](NC(=O)[C@@H](N)CCCN)B(O)O,CHEMBL373319,=,=,1200.0,1200.0,1200.0,5.920818753952375
CCCC[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,CHEMBL194852,=,=,4.5,4.5,4.5,8.346787486224656
NCC[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,CHEMBL194428,=,=,15.0,15.0,15.0,7.823908740944319
CC(C)[C@H](N)C(=O)N1CCC[C@@H]1B(O)O,CHEMBL195189,=,=,0.3,0.3,0.3,9.522878745280337
CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,CHEMBL365322,=,=,0.89,0.89,0.89,9.050609993355087
O=C(CNC1CC2CCCC1C2)N1CCC[C@H]1C(O)O,CHEMBL362922,=,=,25.0,25.0,25.0,7.6020599913279625
CC[C@H](C)[C@H](N)C(=O)N1CCSC1,CHEMBL98408,=,=,1660.0,1660.0,1660.0,5.779891911959945
CC(C)(CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL202711,=,=,1108.0,1108.0,1108.0,5.955460239607589
CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL201644,=,=,15.0,15.0,15.0,7.823908740944319
CC(C)(CC(=O)N1CCc2cc(F)cc(F)c2C1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL425756,=,=,22.0,22.0,22.0,7.657577319177793
CC(C)(CC(=O)N1CCc2cc(F)ccc2C1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL380902,=,=,30.0,30.0,30.0,7.522878745280337
CC(C)(CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL201424,=,=,49.0,49.0,49.0,7.309803919971486
CC(C)[C@@H](CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL201398,=,=,811.0,811.0,811.0,6.090979145788844
C[C@@H](CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,CHEMBL425585,=,=,54.0,54.0,54.0,7.267606240177031
N#C[C@@H]1CCCN1C(=O)CNCCCC(=O)N1CCc2ccccc2C1,CHEMBL371057,=,=,428.0,428.0,428.0,6.368556230986828
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)Nc1ccccc1,CHEMBL371480,=,=,298.0,298.0,298.0,6.525783735923745
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCCc1ccccc1,CHEMBL201544,=,=,564.0,564.0,564.0,6.248720896016658
CC(C)(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,CHEMBL201158,=,=,119.0,119.0,119.0,6.924453038607469
CC(C)C(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,CHEMBL372391,=,=,784.0,784.0,784.0,6.105683937315561
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1cc(F)cc(F)c1,CHEMBL382847,=,=,369.0,369.0,369.0,6.432973633840939
CCC(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,CHEMBL201695,=,=,447.0,447.0,447.0,6.349692476868063
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1ccc([N+](=O)[O-])cc1,CHEMBL203032,=,=,317.0,317.0,317.0,6.498940737782249
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1ccccc1,CHEMBL382907,=,=,452.0,452.0,452.0,6.3448615651886175
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCN(c2nc3ccccc3s2)CC1,CHEMBL383841,=,=,527.0,527.0,527.0,6.278189384787453
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)CCNCC(=O)N3CCC[C@H]3C#N)CC2)cc1,CHEMBL201753,=,=,1418.0,1418.0,1418.0,5.848323769152952
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,CHEMBL372746,=,=,676.0,676.0,676.0,6.170053304058364
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1Cc2ccccc2C1,CHEMBL381530,=,=,132.0,132.0,132.0,6.8794260687941495
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCc2cc(F)ccc2C1,CHEMBL203084,=,=,83.0,83.0,83.0,7.080921907623926
COc1cc2c(cc1OC)CN(C(=O)CCNCC(=O)N1CCC[C@H]1C#N)CC2,CHEMBL424854,=,=,651.0,651.0,651.0,6.186419011431807
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1CCc2ccccc2C1,CHEMBL200103,=,=,116.0,116.0,116.0,6.935542010773082
N#C[C@@H]1CCCN1C(=O)CNCC(=O)N1CCc2ccccc2C1,CHEMBL371907,=,=,3236.0,3236.0,3236.0,5.489991487059765
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,CHEMBL142703,=,=,51.0,51.0,51.0,7.292429823902063
N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,CHEMBL77538,=,=,53.0,53.0,53.0,7.275724130399211
N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,CHEMBL307636,=,=,12.0,12.0,12.0,7.920818753952375
C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL381145,=,=,25.0,0.025,25.0,7.6020599913279625
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)CC1.O=C(O)C(F)(F)F,CHEMBL202634,=,=,1100.0,1.1,1100.0,5.958607314841775
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F,CHEMBL378597,=,=,31.0,0.031,31.0,7.508638306165727
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCSC1.O=C(O)C(F)(F)F,CHEMBL377724,=,=,26.0,0.026,26.0,7.585026652029182
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,CHEMBL203379,=,=,48.0,0.048,48.0,7.318758762624412
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,CHEMBL206501,=,=,26.0,0.026,26.0,7.585026652029182
CCOC(=O)Nc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn(C)c(=O)c1F.O=C(O)C(F)(F)F,CHEMBL438265,=,=,120.0,0.12,120.0,6.920818753952375
C[C@@H](c1ccc(-c2cn(C)c(=O)c(Cl)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL203267,=,=,37.0,0.037,37.0,7.431798275933005
COc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,CHEMBL380496,=,=,67.0,0.067,67.0,7.173925197299173
C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL203169,=,=,38.0,0.038,38.0,7.42021640338319
Cc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,CHEMBL425039,=,=,52.0,0.052,52.0,7.2839966563652006
C[C@@H](c1ccc(-c2cn(C)c(=O)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL424687,=,=,61.0,0.061,61.0,7.214670164989233
C[C@@H](c1ccc(-c2cc(Br)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL383651,=,=,69.0,0.069,69.0,7.161150909262744
C[C@@H](c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL203736,=,=,49.0,0.049,49.0,7.309803919971486
Cc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc(Br)c(=O)n1C.O=C(O)C(F)(F)F,CHEMBL203323,=,=,570.0,0.57,570.0,6.2441251443275085
Cc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc(=O)n1C.O=C(O)C(F)(F)F,CHEMBL206252,=,=,320.0,0.32,320.0,6.494850021680094
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL205872,=,=,29.0,0.029,29.0,7.537602002101044
C[C@@H](c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL206172,=,=,229.0,0.229,229.0,6.6401645176601125
CCOC(=O)C(F)(F)n1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F,CHEMBL438258,=,=,92.0,0.092,92.0,7.036212172654444
CCOC(=O)Cn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F,CHEMBL382674,=,=,90.0,0.09,90.0,7.045757490560675
C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL383323,=,=,117.0,0.117,117.0,6.931814138253838
CCn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F,CHEMBL206792,=,=,74.0,0.074,74.0,7.130768280269024
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL206383,=,=,34.0,0.034,34.0,7.468521082957745
CC(C)[C@H](N)C(=O)N1CCCC1,CHEMBL383705,=,=,3000.0,3.0,3000.0,5.522878745280337
NCC1(c2ccccc2)CCCC1,CHEMBL382127,=,=,40000.0,40.0,40000.0,4.3979400086720375
NCC(c1ccccc1Cl)N1CCOCC1,CHEMBL382382,=,=,30000.0,30.0,30000.0,4.522878745280337
NCc1cccnc1-c1ccccc1Cl,CHEMBL378152,=,=,3300.0,3.3,3300.0,5.481486060122112
NCc1ccccc1-c1ccccc1Cl,CHEMBL206496,=,=,2300.0,2.3,2300.0,5.638272163982407
NCc1c(Cl)cccc1Oc1ccccc1,CHEMBL203105,=,=,37000.0,37.0,37000.0,4.431798275933005
N[C@H](c1ccccc1)[C@@H](N)c1ccccc1,CHEMBL206743,=,=,75000.0,75.0,75000.0,4.1249387366083
N[C@H](c1ccccc1)[C@H](N)c1ccccc1,CHEMBL381340,=,=,45000.0,45.0,45000.0,4.346787486224656
NCC1(c2ccccc2)CCCC1,CHEMBL382127,=,=,33000.0,33.0,33000.0,4.481486060122113
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F,CHEMBL425584,=,=,90.0,90.0,90.0,7.045757490560675
NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)C[C@H](N)Cc1ccccc1F,CHEMBL381806,=,=,23.0,23.0,23.0,7.638272163982407
NCC(c1ccccc1Cl)N1CCOCC1,CHEMBL382382,=,=,33000.0,33.0,33000.0,4.481486060122113
N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC1C3)C2,CHEMBL383488,=,=,72.0,72.0,72.0,7.142667503568731
N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)Cc2ccccc2C1,CHEMBL382045,=,=,875.0,875.0,875.0,6.057991946977687
CC1CCC(C)(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)C1,CHEMBL207620,=,=,771.0,771.0,771.0,6.112945621949043
CC(C)(C)C(=O)CC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL378750,=,=,1860.0,1860.0,1860.0,5.730487055782083
COCCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL208756,=,=,955.0,955.0,955.0,6.019996628416253
N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(COC2CCCCC2)CCCC1,CHEMBL377749,=,=,702.0,702.0,702.0,6.153662887870195
CC(C)COCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL378709,=,=,454.0,454.0,454.0,6.342944147142896
CC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL381111,=,=,201.0,201.0,201.0,6.6968039425795105
CCCOCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL208657,=,=,123.0,123.0,123.0,6.910094888560602
CCCCOCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL209994,=,=,91.0,91.0,91.0,7.040958607678906
COCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL379086,=,=,84.0,84.0,84.0,7.075720713938118
CCOCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL209191,=,=,64.0,64.0,64.0,7.1938200260161125
N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCOCC1,CHEMBL380681,=,=,1220.0,1220.0,1220.0,5.913640169325252
