canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_value,value,IC50_nM,pIC50
N[C@@H](CC1CCCCC1)C(=O)N1CCCCC1,CHEMBL93558,=,=,217000.0,217.0,217000.0,3.663540266151471
C[C@H](N)C(=O)N1CCCC1,CHEMBL443622,=,=,41000.0,41.0,41000.0,4.3872161432802645
O=C([C@@H]1CCCN1)N1CCCC1,CHEMBL403882,=,=,15000.0,15.0,15000.0,4.823908740944319
NC(=O)CC(N)C(=O)N1CCCC1,CHEMBL328795,=,=,188000.0,188.0,188000.0,3.7258421507363204
NCCCCC(N)C(=O)N1CCCCC1,CHEMBL97674,=,=,247000.0,247.0,247000.0,3.607303046740334
NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,CHEMBL317126,=,=,14000.0,14.0,14000.0,4.853871964321762
CC(C)[C@H](N)C(=O)N1CCCC1,CHEMBL383705,=,=,4000.0,4.0,4000.0,5.3979400086720375
NCCCCC(NC(=O)OCc1ccccc1)C(=O)N1CCCCC1,CHEMBL94955,=,=,134900.0,134.9,134900.0,3.8699880503280957
NC(Cc1c[nH]cn1)C(=O)N1CCCCC1,CHEMBL97180,=,=,213000.0,213.0,213000.0,3.671620396561262
N[C@@H](CC1CCCCC1)C(=O)N1CCCC1,CHEMBL98008,=,=,17000.0,17.0,17000.0,4.769551078621726
NC(Cc1c[nH]cn1)C(=O)N1CCCC1,CHEMBL317944,=,=,23210.0,23.21,23210.0,4.6343248595440825
CCC(C)C(N)C(=O)N1CCCCC1,CHEMBL93507,=,=,67000.0,67.0,67000.0,4.173925197299174
NC(Cc1ccccc1)C(=O)N1CCCC1,CHEMBL93931,=,=,21000.0,21.0,21000.0,4.6777807052660805
NC(CO)C(=O)N1CCCC1,CHEMBL97064,=,=,190000.0,190.0,190000.0,3.721246399047171
CC[C@H](C)[C@H](N)C(=O)N1CCCC1,CHEMBL503274,=,=,4000.0,4.0,4000.0,5.3979400086720375
N[C@@H](CC(=O)O)C(=O)N1CCCC1,CHEMBL499101,=,=,122000.0,122.0,122000.0,3.9136401693252516
NCCCCC(N)C(=O)N1CCCC1,CHEMBL328694,=,=,39000.0,39.0,39000.0,4.4089353929735005
CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL305170,=,=,116000.0,116000.0,116000.0,3.935542010773082
C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL1790478,=,=,190.0,190.0,190.0,6.721246399047171
CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL66032,=,=,11.0,11.0,11.0,7.958607314841775
NCCCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63726,=,=,95.0,95.0,95.0,7.022276394711152
N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1B(O)O,CHEMBL303131,=,=,17000.0,17000.0,17000.0,4.769551078621726
O=C([C@@H]1CCN1)N1CCC[C@H]1B(O)O,CHEMBL292342,=,=,250.0,250.0,250.0,6.6020599913279625
CC(C)C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63698,=,=,44.0,44.0,44.0,7.356547323513812
N[C@H](C(=O)N1CCC[C@H]1B(O)O)c1ccccc1,CHEMBL291428,=,=,63.0,63.0,63.0,7.200659450546418
CC(C)(N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL66189,=,=,30000.0,30000.0,30000.0,4.522878745280337
CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL1790483,=,=,25.0,25.0,25.0,7.6020599913279625
CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL67279,=,=,26.0,26.0,26.0,7.585026652029182
C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63860,=,=,15.0,15.0,15.0,7.823908740944319
NCC(=O)N1CCC[C@H]1B(O)O,CHEMBL67089,=,=,16000.0,16000.0,16000.0,4.795880017344075
CC(C)[C@@H](N)C(=O)N1CCC[C@@H]1B(O)O,CHEMBL65406,=,=,4000.0,4000.0,4000.0,5.3979400086720375
N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1B(O)O,CHEMBL304007,=,=,32.0,32.0,32.0,7.494850021680094
N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63652,=,=,70.0,70.0,70.0,7.154901959985743
CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63406,=,=,60.0,60.0,60.0,7.221848749616356
O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O,CHEMBL63895,=,=,20.0,20.0,20.0,7.698970004336019
Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(F)(F)F)OCC(F)(F)F,CHEMBL276884,=,=,9100000.0,9100.0,9100000.0,2.040958607678906
O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL1182947,=,=,32000.0,32.0,32000.0,4.494850021680094
CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL265344,=,=,400.0,0.4,400.0,6.3979400086720375
COP(=O)(Oc1ccccc1-c1ccccc1O)C1CCCN1C(=O)[C@@H]1CCCN1.Cl,CHEMBL9237,=,=,47000.0,47.0,47000.0,4.327902142064283
Cl.O=C([C@@H]1CCCN1)N1CCCC1P1(=O)Oc2ccccc2-c2ccccc2O1,CHEMBL9724,=,=,31000.0,31.0,31000.0,4.508638306165727
COc1ccc(OP(=O)(Oc2ccc(OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9561,=,=,22000.0,22.0,22000.0,4.657577319177793
COC(=O)CCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9238,=,=,36.0,0.036,36.0,7.443697499232712
Cl.NCC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CN)cc2)C2CCCN2C(=O)C2CCCN2)cc1,CHEMBL9512,=,=,500.0,0.5,500.0,6.301029995663981
C[C@H](N)C(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)[C@@H](C)N)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL269209,=,=,600.0,0.6,600.0,6.221848749616356
Cl.O=C([C@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL273851,=,=,5000.0,5.0,5000.0,5.301029995663981
Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,CHEMBL268012,=,=,1800000.0,1800.0,1800000.0,2.7447274948966935
CCCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9295,=,=,30.0,0.03,30.0,7.522878745280337
Cl.O=C(CNC(=O)c1ccccc1)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)C2CCCN2C(=O)C2CCCN2)cc1,CHEMBL269757,=,=,700.0,0.7,700.0,6.154901959985743
CC(=O)Nc1cccc(OP(=O)(Oc2cccc(NC(C)=O)c2)C2CCCN2C(=O)C2CCCN2)c1.Cl,CHEMBL9263,=,=,800.0,0.8,800.0,6.096910013008056
CS(=O)(=O)Nc1ccc(OP(=O)(Oc2ccc(NS(C)(=O)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9433,=,=,400.0,0.4,400.0,6.3979400086720375
Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(O)cc1)Oc1ccc(O)cc1,CHEMBL9565,=,=,190000.0,190.0,190000.0,3.721246399047171
COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O.Cl,CHEMBL268527,=,=,1400.0,1.4,1400.0,5.853871964321762
COC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL9408,=,=,16.0,0.016,16.0,7.795880017344075
Cl.NC(=O)Nc1cccc(OP(=O)(OC2=CC=CC(NC(N)=O)C2)C2CCCN2C(=O)C2CCCN2)c1,CHEMBL430281,=,=,2300.0,2.3,2300.0,5.638272163982407
CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,CHEMBL274829,=,=,23.0,0.023,23.0,7.638272163982407
Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(NN2CCCC2)cc1)Oc1ccc(NN2CCCC2)cc1,CHEMBL9527,=,=,5000.0,5.0,5000.0,5.301029995663981
N[C@H](C(=O)N1CCCC1)C1CCCCC1,CHEMBL278393,=,=,320.0,320.0,320.0,6.494850021680094
CC[C@H](C)[C@H](N)C(=O)N1CCSC1,CHEMBL98408,=,=,420.0,420.0,420.0,6.376750709602099
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CC1,CHEMBL1682974,=,=,33.0,33.0,33.0,7.481486060122112
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,CHEMBL22359,=,=,53.0,53.0,53.0,7.275724130399211
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,CHEMBL22679,=,=,94.0,94.0,94.0,7.026872146400302
N#Cc1cccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)CC2)c1,CHEMBL3084936,=,=,24.0,24.0,24.0,7.619788758288394
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL3084942,=,=,18.0,18.0,18.0,7.7447274948966935
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1,CHEMBL3084949,=,=,15.0,15.0,15.0,7.823908740944319
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(F)c(F)c2)CC1,CHEMBL3084939,=,=,35.0,35.0,35.0,7.455931955649724
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(I)cc2)CC1,CHEMBL3084935,=,=,23.0,23.0,23.0,7.638272163982407
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)c(F)c2F)CC1,CHEMBL3084943,=,=,24.0,24.0,24.0,7.619788758288394
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(Cl)c(Cl)c2)CC1,CHEMBL3084954,=,=,17.0,17.0,17.0,7.769551078621726
CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)CC2)cc1,CHEMBL3084937,=,=,7.5,7.5,7.5,8.1249387366083
CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)CC2)cc1,CHEMBL3084938,=,=,26.0,26.0,26.0,7.585026652029182
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,CHEMBL25437,=,=,88.0,88.0,88.0,7.055517327849831
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,CHEMBL278558,=,=,190.0,190.0,190.0,6.721246399047171
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,CHEMBL23176,=,=,25.0,25.0,25.0,7.6020599913279625
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cncc3ccccc23)CC1,CHEMBL3084940,=,=,64.0,64.0,64.0,7.1938200260161125
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(Cl)c(Cl)c2)CC1,CHEMBL3084946,=,=,38.0,38.0,38.0,7.42021640338319
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,CHEMBL142703,=,=,34.0,34.0,34.0,7.468521082957745
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(I)cc2)CC1,CHEMBL3084947,=,=,33.0,33.0,33.0,7.481486060122112
N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,CHEMBL77538,=,=,22.0,22.0,22.0,7.657577319177793
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2cccc3ccccc23)CC1,CHEMBL3084952,=,=,17.0,17.0,17.0,7.769551078621726
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cnc3ccccc3c2)CC1,CHEMBL3084956,=,=,9.0,9.0,9.0,8.045757490560675
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,CHEMBL23979,=,=,89.0,89.0,89.0,7.050609993355087
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc3ccccc3c2)CC1,CHEMBL3084948,=,=,21.0,21.0,21.0,7.6777807052660805
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,CHEMBL3084955,=,=,55.0,55.0,55.0,7.259637310505756
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)c(F)c2F)CC1,CHEMBL3084941,=,=,98.0,98.0,98.0,7.008773924307505
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2)CC1,CHEMBL497992,=,=,2.6,2.6,2.6,8.585026652029182
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1,CHEMBL3084953,=,=,10.0,10.0,10.0,8.0
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1,CHEMBL3084944,=,=,46.0,46.0,46.0,7.337242168318426
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,CHEMBL25211,=,=,22.0,22.0,22.0,7.657577319177793
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc3ccccc3c2)CC1,CHEMBL3084951,=,=,20.0,20.0,20.0,7.698970004336019
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](N)CC1,CHEMBL3084945,=,=,2700.0,2700.0,2700.0,5.568636235841012
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc(Cl)c(Cl)c2)CC1,CHEMBL3084950,=,=,29.0,29.0,29.0,7.537602002101044
CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl,CHEMBL544475,=,=,3400.0,3.4,3400.0,5.468521082957745
CCOC(=O)c1cnc(CN(C)C)c2cc(OC)c(OC)cc12.Cl,CHEMBL543539,=,=,948000.0,948.0,948000.0,3.023191662661934
COc1cc2c(C=O)cnc(CN)c2cc1OC.Cl,CHEMBL543057,=,=,277000.0,277.0,277000.0,3.557520230935552
COc1cc2c(CO)cnc(CN)c2cc1OC.Cl,CHEMBL554880,=,=,31800.0,31.8,31800.0,4.497572880015567
N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,CHEMBL77538,=,=,22.0,22.0,22.0,7.657577319177793
N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,CHEMBL77538,=,=,7.0,7.0,7.0,8.154901959985743
CCCNC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl,CHEMBL539758,=,=,51400.0,51.4,51400.0,4.289036881004725
CCOC(=O)Nc1cnc(CN)c2cc(OC)c(OC)cc12.Cl,CHEMBL553407,=,=,2300.0,2.3,2300.0,5.638272163982407
CCOC(=O)c1cnc(CN)c2ccc(OC)cc12.Cl,CHEMBL544474,=,=,207000.0,207.0,207000.0,3.6840296545430826
CCOC(=O)c1cnc(CN)c2cc(OC)c(OCC)cc12.Cl,CHEMBL544717,=,=,4700.0,4.7,4700.0,5.327902142064282
N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,CHEMBL307636,=,=,2.0,2.0,2.0,8.698970004336019
N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,CHEMBL307636,=,=,3.2,3.2,3.2,8.494850021680094
CCCOc1cc2c(CN)ncc(C(=O)OCC)c2cc1OC.Cl,CHEMBL543062,=,=,8400.0,8.4,8400.0,5.075720713938118
COc1cc2c(C(=O)O)cnc(CN)c2cc1OC.Cl,CHEMBL554957,=,=,103000.0,103.0,103000.0,3.987162775294828
CCOC(=O)c1cnc(CCN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,CHEMBL289580,=,=,746000.0,746.0,746000.0,3.127261172527331
CCOC(=O)c1cnc(CN)c2c(OC)ccc(OC)c12.Cl,CHEMBL544950,=,=,2400.0,2.4,2400.0,5.619788758288394
CCOC(=O)CCc1cnc(CN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,CHEMBL288207,=,=,52600.0,52.6,52600.0,4.279014255846261
CCOC(=O)c1cnc(CN)c2cc(OCC)c(OC)cc12.Cl,CHEMBL554683,=,=,6700.0,6.7,6700.0,5.173925197299173
COc1cc2c(C(N)=O)cnc(CN)c2cc1OC.Cl,CHEMBL554882,=,=,170000.0,170.0,170000.0,3.769551078621726
CCOC(=O)/C=C/c1cnc(CN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,CHEMBL41114,=,=,18000.0,18.0,18000.0,4.7447274948966935
CCOC(=O)c1cnc(CNC)c2cc(OC)c(OC)cc12.Cl,CHEMBL554682,=,=,731000.0,731.0,731000.0,3.1360826230421397
CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12.Cl,CHEMBL544478,=,=,14000.0,14.0,14000.0,4.853871964321762
CCOC(=O)Cc1cnc(CN)c2cc(OC)c(OC)cc12.Cl,CHEMBL544241,=,=,17000.0,17.0,17000.0,4.769551078621726
CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)c(OC)c12.Cl,CHEMBL539500,=,=,18000.0,18.0,18000.0,4.7447274948966935
CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12.Cl,CHEMBL555560,=,=,320.0,0.32,320.0,6.494850021680094
N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc([N+](=O)[O-])cn1,CHEMBL77539,=,=,8.0,8.0,8.0,8.096910013008056
N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc([N+](=O)[O-])cn1,CHEMBL77539,=,=,8.7,8.7,8.7,8.060480747381382
CCOC(=O)c1cnc(CN)c2c(OC)c(OC)c(OC)cc12.Cl,CHEMBL539243,=,=,1100.0,1.1,1100.0,5.958607314841775
Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O,CHEMBL283880,=,=,87900.0,87.9,87900.0,4.056011124926228
CC(C)c1cccc(C(C)C)c1N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=S,CHEMBL151999,=,=,30400.0,30.4,30400.0,4.517126416391246
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,CHEMBL313952,=,=,65900.0,65.9,65900.0,4.18111458540599
Cc1cccc(C)c1N1C(=O)c2cccc(N)c2C1=O,CHEMBL315471,=,=,60100.0,60.1,60100.0,4.221125527997261
CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc(O)c2C1=O,CHEMBL88474,=,=,43600.0,43.6,43600.0,4.360513510731414
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(N)cc2C1=O,CHEMBL90558,=,=,251200.0,251.2,251200.0,3.599980364934842
CSc1ccccc1N1C(=O)c2cccc(O)c2C1=O,CHEMBL345319,=,=,225700.0,225.7,225700.0,3.646468440922238
CCc1cccc(CC)c1N1C(=O)c2ccc(O)cc2C1=O,CHEMBL88953,=,=,43300.0,43.3,43300.0,4.363512103646634
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=S,CHEMBL329471,=,=,57800.0,57.8,57800.0,4.2380721615794705
O=C(C1CCC[C@H]1B(O)O)[C@@H]1CCCN1,CHEMBL151461,=,=,88200.0,88.2,88200.0,4.054531414868181
CCc1cccc(CC)c1N1C(=O)c2cccc(O)c2C1=O,CHEMBL153096,=,=,43300.0,43.3,43300.0,4.363512103646634
Cc1cccc(C)c1N1C(=O)c2ccc(O)cc2C1=O,CHEMBL424612,=,=,74100.0,74.1,74100.0,4.130181792020672
CC(C)c1cccc(C(C)C)c1N1C(=S)c2c(F)c(F)c(F)c(F)c2C1=S,CHEMBL153037,=,=,36700.0,36.7,36700.0,4.43533393574791
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,CHEMBL169758,=,=,660.0,0.66,660.0,6.180456064458131
CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL168986,=,=,130.0,0.13,130.0,6.886056647693163
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,CHEMBL366751,=,=,550.0,0.55,550.0,6.259637310505756
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](OC(=O)Nc2ccc(I)cc2)C1,CHEMBL172276,=,=,670.0,0.67,670.0,6.173925197299173
COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,CHEMBL171033,=,=,83.0,0.083,83.0,7.080921907623926
CS(=O)(=O)NCCS(=O)(=O)N[C@@H]1CC[C@@H]([C@H](N)C(=O)N2CCCC2)C1,CHEMBL439836,=,=,71.0,0.071,71.0,7.1487416512809245
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2ccc(Cl)c(Cl)c2)C1,CHEMBL352343,=,=,280.0,0.28,280.0,6.552841968657781
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,CHEMBL169962,=,=,110.0,0.11,110.0,6.958607314841775
COc1ccc(NC(=O)O[C@H]2CCC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL352737,=,=,480.0,0.48,480.0,6.318758762624412
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](O)C1,CHEMBL368156,=,=,840.0,0.84,840.0,6.075720713938118
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,CHEMBL171437,=,=,72.0,0.072,72.0,7.142667503568731
CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL433732,=,=,420.0,0.42,420.0,6.376750709602099
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,CHEMBL354576,=,=,110.0,0.11,110.0,6.958607314841775
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,CHEMBL168866,=,=,170.0,0.17,170.0,6.769551078621726
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,CHEMBL172631,=,=,210.0,0.21,210.0,6.6777807052660805
N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc3ccccc23)C1,CHEMBL171430,=,=,1700.0,1.7,1700.0,5.769551078621726
CS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL169204,=,=,13.0,0.013,13.0,7.886056647693163
COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL355203,=,=,180.0,0.18,180.0,6.7447274948966935
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,CHEMBL171342,=,=,83.0,0.083,83.0,7.080921907623926
CN(C)S(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL354936,=,=,110.0,0.11,110.0,6.958607314841775
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)c2cccc3ccccc23)C1,CHEMBL169812,=,=,230.0,0.23,230.0,6.638272163982407
N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,CHEMBL172624,=,=,1200.0,1.2,1200.0,5.920818753952375
COc1ccc(NC(=O)O[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,CHEMBL355716,=,=,270.0,0.27,270.0,6.568636235841012
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)C1,CHEMBL353840,=,=,47.0,0.047,47.0,7.327902142064282
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,CHEMBL169179,=,=,46.0,0.046,46.0,7.337242168318426
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccccc2-c2ccccc2)C1,CHEMBL172730,=,=,3900.0,3.9,3900.0,5.4089353929735005
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(=O)(=O)C(F)(F)F)cc2)C1,CHEMBL168281,=,=,220.0,0.22,220.0,6.657577319177793
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,CHEMBL171609,=,=,440.0,0.44,440.0,6.356547323513812
CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,CHEMBL352632,=,=,870.0,0.87,870.0,6.060480747381382
CS(=O)(=O)c1ccccc1S(=O)(=O)N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCCC2)C1,CHEMBL355248,=,=,150.0,0.15,150.0,6.823908740944319
N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](OC(=O)Nc2ccc(I)cc2)C1,CHEMBL170051,=,=,330.0,0.33,330.0,6.481486060122112
N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,CHEMBL171733,=,=,110.0,0.11,110.0,6.958607314841775
N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](O)C1,CHEMBL355051,=,=,290.0,0.29,290.0,6.537602002101044
COc1ccc(NC(=O)O[C@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,CHEMBL433533,=,=,420.0,0.42,420.0,6.376750709602099
N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,CHEMBL171290,=,=,250.0,0.25,250.0,6.6020599913279625
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](O)C1,CHEMBL355244,=,=,4600.0,4.6,4600.0,5.337242168318426
